Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Born,Age,Batting Style,Bowling Style,Playing Role,Height
Elias Sunny (BAN),https://www.espncricinfo.com/ci/content/player/55883.html,2012-2012,7,4,2,9,5,4.5,9,100,0,0,0,1,0,"January 01, 1986, Dhaka",38y 210d,Left hand Bat,Slow Left arm Orthodox,Bowler,
RS Fernando (SL),https://www.espncricinfo.com/ci/content/player/1217156.html,2023-2023,1,1,0,9,9,9,10,90,0,0,0,1,0,"November 03, 1999, Ragama",24y 269d,Right hand Bat,Right arm Offbreak,Batting Allrounder,
Ibrahim Kursad Dalyan (TKY),https://www.espncricinfo.com/ci/content/player/1437350.html,2024-2024,3,3,1,9,6,4.5,14,64.28,0,0,0,1,0,16-Aug-07,16y 348d,Right hand Bat,Right arm Medium,,
NA Janes (THAI),https://www.espncricinfo.com/ci/content/player/1161459.html,2019-2019,2,2,0,9,9,4.5,11,81.81,0,0,1,1,0,30-May-88,36y 60d,Right hand Bat,Right arm Medium fast,,
RR Joshi (CAN),https://www.espncricinfo.com/ci/content/player/1111473.html,2021-2024,7,2,0,9,8,4.5,8,112.5,0,0,0,0,1,"November 04, 2000, Toronto, Ontario",23y 268d,Right hand Bat,Left arm Medium fast,Bowler,
A Kapoor (CAN),https://www.espncricinfo.com/ci/content/player/649043.html,2022-2022,2,1,1,9,9*,-,4,225,0,0,0,1,0,"December 28, 1994, Chandigarh, India",29y 214d,Right hand Bat,Right arm Medium,Middle order Batter,
W Landman (SWZ),https://www.espncricinfo.com/ci/content/player/1378459.html,2023-2023,3,3,0,9,5,3,13,69.23,0,0,0,0,0,13-May-89,35y 77d,Right hand Bat,Right arm Medium,,
R McLaren (SA),https://www.espncricinfo.com/ci/content/player/46393.html,2009-2014,12,4,3,9,6*,9,13,69.23,0,0,0,0,0,"February 09, 1983, Kimberley, Cape Province",41y 171d,Left hand Bat,Right arm Medium fast,Allrounder,
A Magdalenic (CRT),https://www.espncricinfo.com/ci/content/player/1382803.html,2023-2023,6,5,0,9,5,1.8,35,25.71,0,0,2,1,0,16-Apr-91,33y 104d,Right hand Bat,Right arm Medium,,
A Maheshwari (CRT),https://www.espncricinfo.com/ci/content/player/1323451.html,2022-2024,7,5,0,9,6,1.8,25,36,0,0,2,0,0,3-Mar-85,39y 148d,Right hand Bat,Left arm Medium fast,,
Y Mitari (RWN),https://www.espncricinfo.com/ci/content/player/1151264.html,2021-2022,19,8,4,9,3*,2.25,19,47.36,0,0,2,0,0,"December 12, 1995, Rwanda",28y 230d,Right hand Bat,Right arm Medium,Bowler,
Mohammad Asif (PAK),https://www.espncricinfo.com/ci/content/player/41411.html,2006-2010,11,3,3,9,5*,-,3,300,0,0,0,2,0,"December 20, 1982, Sheikhupura, Punjab",41y 222d,Left hand Bat,Right arm Fast medium,Bowler,
F Mutua (KENYA),https://www.espncricinfo.com/ci/content/player/1178071.html,2023-2024,12,2,0,9,9,4.5,7,128.57,0,0,1,0,1,26-Feb-02,22y 154d,,,,
N Naranbaatar (MNG),https://www.espncricinfo.com/ci/content/player/1400097.html,2023-2024,9,8,1,9,5,1.28,65,13.84,0,0,4,1,0,13-Jun-04,20y 46d,Right hand Bat,Right arm Medium,,
JS Patel (NZ),https://www.espncricinfo.com/ci/content/player/38141.html,2005-2008,11,4,1,9,5,3,14,64.28,0,0,1,1,0,"May 07, 1980, Wellington",44y 83d,Right hand Bat,Right arm Offbreak,Bowler,
WKD Perkins (WI),https://www.espncricinfo.com/ci/content/player/230557.html,2008-2008,1,1,0,9,9,9,11,81.81,0,0,0,1,0,"October 08, 1986, Barbados",37y 295d,Right hand Bat,,Wicketkeeper Batter,
VRCF Poubel (BRA),https://www.espncricinfo.com/ci/content/player/1203191.html,2019-2019,3,3,2,9,5*,9,15,60,0,0,0,0,0,28-Aug-93,30y 336d,Right hand Bat,Right arm Medium fast,,
A Poulose (OMA),https://www.espncricinfo.com/ci/content/player/290633.html,2017-2017,3,3,0,9,9,3,14,64.28,0,0,2,2,0,"July 22, 1986, Aluva, Ernakulam, Kerala",38y 7d,Right hand Bat,Right arm Medium,,
Prashant Shukla (SWE),https://www.espncricinfo.com/ci/content/player/627508.html,2023-2024,6,2,2,9,6*,-,7,128.57,0,0,0,1,0,26-Apr-91,33y 94d,Right hand Bat,Legbreak,,
GY Prastama (INA),https://www.espncricinfo.com/ci/content/player/522769.html,2023-2023,4,3,2,9,5*,9,13,69.23,0,0,0,0,0,30-Oct-95,28y 273d,Right hand Bat,,,
Rahat Ali (CZK-R),https://www.espncricinfo.com/ci/content/player/1380791.html,2023-2023,2,1,0,9,9,9,10,90,0,0,0,0,0,1-Jan-86,38y 210d,Right hand Bat,Right arm Medium,,
IH Romaine (BER),https://www.espncricinfo.com/ci/content/player/23725.html,2008-2008,2,2,0,9,8,4.5,20,45,0,0,0,0,0,"August 08, 1972, Bermuda",51y 356d,Right hand Bat,Right arm Offbreak,Batter,
Sakib Hasan (SRB),https://www.espncricinfo.com/ci/content/player/1203891.html,2019-2019,2,2,0,9,8,4.5,7,128.57,0,0,0,1,0,1-Mar-91,33y 150d,Right hand Bat,Right arm Offbreak,,
Sanjay Kumar (HUN),https://www.espncricinfo.com/ci/content/player/1275724.html,2021-2021,2,2,1,9,8,9,7,128.57,0,0,0,1,0,22-Mar-87,37y 129d,Right hand Bat,Right arm Medium fast,,
Shagharai Sefat (Belg),https://www.espncricinfo.com/ci/content/player/1270825.html,2021-2023,10,5,1,9,4,2.25,18,50,0,0,1,0,0,31-Dec-95,28y 211d,Right hand Bat,Right arm Medium,,
RAJ Smith (SCOT),https://www.espncricinfo.com/ci/content/player/458897.html,2019-2019,2,1,1,9,9*,-,7,128.57,0,0,0,1,0,"August 05, 1994, Glasgow, Lanarkshire",29y 359d,Right hand Bat,Right arm Medium,Bowler,
Soochan Park (SKOR),https://www.espncricinfo.com/ci/content/player/781129.html,2022-2022,2,1,0,9,9,9,17,52.94,0,0,0,0,0,"July 06, 1990, South Korea",34y 23d,Left hand Bat,Left arm Slow,,
B Stanlake (AUS),https://www.espncricinfo.com/ci/content/player/533042.html,2017-2019,19,2,1,9,7,9,12,75,0,0,0,0,1,"November 04, 1994, Hervey Bay, Australia",29y 268d,Left hand Bat,Right arm Fast,Bowler,
Sumit Singh (FIN),https://www.espncricinfo.com/ci/content/player/1376779.html,2023-2023,2,2,0,9,7,4.5,12,75,0,0,0,0,1,,,,,,
O Thomas (WI),https://www.espncricinfo.com/ci/content/player/914567.html,2018-2023,21,7,3,9,8*,2.25,15,60,0,0,3,2,0,18-Feb-97,27y 162d,Left hand Bat,Right arm Fast,Bowler,
T Wangchuk jnr (BHU),https://www.espncricinfo.com/ci/content/player/1093863.html,2019-2019,2,2,0,9,9,4.5,17,52.94,0,0,1,2,0,1-Jan-97,27y 210d,Right hand Bat,Right arm Offbreak,,
Yadwinder Singh (HUN),https://www.espncricinfo.com/ci/content/player/1390686.html,2023-2023,1,1,1,9,9*,-,13,69.23,0,0,0,1,0,13-Aug-96,27y 351d,Right hand Bat,Right arm Medium,,
Abbas Saad (KSA),https://www.espncricinfo.com/ci/content/player/362682.html,2019-2019,2,2,0,8,8,4,8,100,0,0,1,1,0,"June 01, 1986, Yanbu",38y 58d,Right hand Bat,Legbreak Googly,,
Adil Butt (KSA),https://www.espncricinfo.com/ci/content/player/1217293.html,2020-2020,3,2,1,8,6*,8,10,80,0,0,0,0,0,31-Mar-92,32y 120d,Right hand Bat,Right arm Medium,,
M Altankhuyag (MNG),https://www.espncricinfo.com/ci/content/player/1400087.html,2023-2023,2,2,0,8,8,4,25,32,0,0,1,0,0,6-Apr-05,19y 114d,Right hand Bat,,,
S Appu (MLT),https://www.espncricinfo.com/ci/content/player/1178914.html,2019-2019,4,4,1,8,6,2.66,14,57.14,0,0,0,0,0,1-Jun-86,38y 58d,Right hand Bat,Right arm Medium,,
AAP Atkinson (ENG),https://www.espncricinfo.com/ci/content/player/1039481.html,2023-2023,3,1,1,8,8*,-,10,80,0,0,0,0,0,"January 19, 1998, Chelsea, Middlesex",26y 192d,Right hand Bat,Right arm Fast medium,Bowler,6ft 2in
B Banerjee (Mex),https://www.espncricinfo.com/ci/content/player/1181999.html,2019-2019,6,4,2,8,6*,4,19,42.1,0,0,2,0,0,30-Nov-77,46y 242d,Right hand Bat,,,
Baz Aybui (SWE),https://www.espncricinfo.com/ci/content/player/1273283.html,2021-2022,10,3,2,8,5*,8,24,33.33,0,0,0,0,0,26-Feb-98,26y 154d,Right hand Bat,Right arm Medium fast,Bowler,
E Bhonkar (ISR),https://www.espncricinfo.com/ci/content/player/1437336.html,2024-2024,3,3,0,8,3,2.66,16,50,0,0,0,0,0,19-Sep-99,24y 314d,Right hand Bat,,,
AM Blignaut (ZIM),https://www.espncricinfo.com/ci/content/player/55259.html,2010-2010,1,1,0,8,8,8,8,100,0,0,0,1,0,"August 01, 1978, Salisbury (now Harare)",45y 363d,Left hand Bat,Right arm Medium fast,Allrounder,
GH Bodi (SA),https://www.espncricinfo.com/ci/content/player/44089.html,2007-2007,1,1,0,8,8,8,25,32,0,0,0,0,0,"January 04, 1979, Hathuran, India",45y 207d,Left hand Bat,Left arm Wrist spin,Opening Batter,
P Buccimazza (PORT),https://www.espncricinfo.com/ci/content/player/520282.html,2019-2021,7,3,1,8,6*,4,16,50,0,0,0,0,1,"October 01, 1981, Cape Town, Cape Province, South Africa",42y 302d,Right hand Bat,,,
JJ Bumrah (IND),https://www.espncricinfo.com/ci/content/player/625383.html,2016-2024,70,8,5,8,7,2.66,14,57.14,0,0,2,1,0,"December 06, 1993, Ahmedabad",30y 236d,Right hand Bat,Right arm Fast,Bowler,
Charanjeet Singh (ITA),https://www.espncricinfo.com/ci/content/player/1062607.html,2019-2019,3,2,2,8,8*,-,9,88.88,0,0,0,1,0,"June 15, 1993, India",31y 44d,Right hand Bat,Right arm Medium,,
AS Dean (CAN),https://www.espncricinfo.com/ci/content/player/372509.html,2008-2013,2,2,0,8,7,4,10,80,0,0,0,0,0,"February 23, 1983, San Fernando, Trinidad",41y 157d,Left hand Bat,Right arm Offbreak,Bowler,
ROC Dunka (CAY),https://www.espncricinfo.com/ci/content/player/1399347.html,2023-2023,3,2,0,8,4,4,13,61.53,0,0,0,0,0,6-Sep-90,33y 327d,Left hand Bat,Left arm Medium,,
MW Forde (WI),https://www.espncricinfo.com/ci/content/player/1209190.html,2023-2024,2,2,0,8,5,4,12,66.66,0,0,0,0,0,"April 29, 2002, Barbados",22y 91d,Right hand Bat,Right arm Medium,Bowler,
JB Hakizimana (RWN),https://www.espncricinfo.com/ci/content/player/1155598.html,2022-2022,2,2,0,8,8,4,12,66.66,0,0,1,0,0,1-Jan-02,22y 210d,Right hand Bat,,,
Hazrat Luqman (UAE),https://www.espncricinfo.com/ci/content/player/1241269.html,2024-2024,2,1,0,8,8,8,6,133.33,0,0,0,0,0,10-Mar-90,34y 141d,Right hand Bat,Right arm Medium,Bowler,
HMRKB Herath (SL),https://www.espncricinfo.com/ci/content/player/49178.html,2011-2016,17,6,3,8,3,2.66,12,66.66,0,0,0,0,0,"March 19, 1978, Kurunegala",46y 132d,Left hand Bat,Slow Left arm Orthodox,Bowler,
AN Hyobeom (SKOR),https://www.espncricinfo.com/ci/content/player/1159150.html,2022-2022,2,2,0,8,4,4,14,57.14,0,0,0,1,0,21-Mar-94,30y 130d,Right hand Bat,Right arm Offbreak,,
Ilyas Ahmed (KUW),https://www.espncricinfo.com/ci/content/player/1192939.html,2019-2024,17,5,4,8,3*,8,11,72.72,0,0,0,0,0,4-Oct-90,33y 299d,Left hand Bat,Left arm Medium,,
Imran Ahmed Kaneez (CRC),https://www.espncricinfo.com/ci/content/player/1428755.html,2024-2024,5,4,1,8,7,2.66,24,33.33,0,0,1,0,0,13-Apr-89,35y 107d,Right hand Bat,Right arm Medium,,
E Isaneez (UGA),https://www.espncricinfo.com/ci/content/player/26143.html,2019-2019,3,2,2,8,7*,-,13,61.53,0,0,0,0,0,"December 25, 1986, Jinja",37y 217d,Right hand Bat,Right arm Medium fast,,
A Johnmary (Fran),https://www.espncricinfo.com/ci/content/player/1271979.html,2021-2021,2,2,0,8,8,4,14,57.14,0,0,1,0,0,15-Apr-93,31y 105d,Right hand Bat,,,
S Randiv (SL),https://www.espncricinfo.com/ci/content/player/50438.html,2010-2011,7,2,0,8,6,4,6,133.33,0,0,0,1,0,"January 30, 1985, Matara",39y 181d,Right hand Bat,Right arm Offbreak,Bowler,6ft
SI Kamea (PNG),https://www.espncricinfo.com/ci/content/player/1115025.html,2022-2024,19,8,4,8,2*,2,19,42.1,0,0,2,0,0,21-Aug-01,22y 343d,Left hand Bat,Left arm Fast,Bowler,
RK Kiseto (TAN),https://www.espncricinfo.com/ci/content/player/296169.html,2021-2022,13,5,1,8,5,2,21,38.09,0,0,1,0,0,"October 14, 1989, Dar es Salaam, Tanzania",34y 289d,Right hand Bat,Right arm Offbreak,Middle order Batter,
Kuldeep Singh (PHI),https://www.espncricinfo.com/ci/content/player/1082768.html,2019-2019,4,3,0,8,6,2.66,16,50,0,0,0,0,0,25-Sep-97,26y 308d,,,Middle order Batter,
NCK Liyanage (MAS),https://www.espncricinfo.com/ci/content/player/226156.html,2019-2019,6,3,1,8,8,4,8,100,0,0,1,1,0,"October 09, 1975, Matugama",48y 294d,Right hand Bat,Left arm Medium fast,Allrounder,
Luca Petre (ROM),https://www.espncricinfo.com/ci/content/player/1386884.html,2023-2024,6,2,1,8,7,8,9,88.88,0,0,0,0,0,5-May-07,17y 85d,Right hand Bat,Right arm Medium,,
I Mansaray (SLE),https://www.espncricinfo.com/ci/content/player/420432.html,2021-2021,4,3,1,8,5*,4,24,33.33,0,0,0,0,0,22-Dec-92,31y 220d,Right hand Bat,,,
BAW Mendis (SL),https://www.espncricinfo.com/ci/content/player/268739.html,2008-2014,39,8,5,8,4*,2.66,17,47.05,0,0,0,1,0,"March 11, 1985, Moratuwa",39y 140d,Right hand Bat,Right arm Offbreak,Bowler,
TS Mills (ENG/ICC),https://www.espncricinfo.com/ci/content/player/459257.html,2016-2023,16,5,2,8,7,2.66,12,66.66,0,0,2,0,1,"August 12, 1992, Dewsbury, Yorkshire",31y 352d,Right hand Bat,Left arm Fast,Bowler,
NZ Nhaduate (MOZ),https://www.espncricinfo.com/ci/content/player/625385.html,2023-2023,2,1,0,8,8,8,15,53.33,0,0,0,0,0,10-Feb-05,19y 170d,Right hand Bat,,,
Omid Rahimi (Belg),https://www.espncricinfo.com/ci/content/player/1318871.html,2024-2024,2,1,0,8,8,8,4,200,0,0,0,0,1,1-Jan-93,31y 210d,Right hand Bat,Right arm Medium,,
KJ Patel (SEY),https://www.espncricinfo.com/ci/content/player/585523.html,2021-2021,6,3,3,8,8*,-,29,27.58,0,0,0,1,0,14-Apr-74,50y 106d,Right hand Bat,Right arm Offbreak,,
S Rengarajan (CZK-R),https://www.espncricinfo.com/ci/content/player/1230638.html,2020-2020,3,2,2,8,6*,-,15,53.33,0,0,0,0,0,3-Sep-93,30y 330d,Right hand Bat,Right arm Offbreak,,
L Sanogo (Mali),https://www.espncricinfo.com/ci/content/player/1345180.html,2022-2023,10,7,2,8,4,1.6,26,30.76,0,0,3,1,0,21-Dec-94,29y 221d,Right hand Bat,Right arm Medium fast,,
M Sarenac (SRB),https://www.espncricinfo.com/ci/content/player/1203882.html,2019-2024,25,7,2,8,2*,1.6,32,25,0,0,1,0,0,10-Jan-04,20y 201d,Right hand Bat,Right arm Medium,,
Shahadat Hossain (BAN),https://www.espncricinfo.com/ci/content/player/56149.html,2006-2013,6,5,3,8,4*,4,12,66.66,0,0,1,0,0,"August 07, 1986, Dhaka",37y 357d,Right hand Bat,Right arm Medium fast,Bowler,
I Sharma (IND),https://www.espncricinfo.com/ci/content/player/236779.html,2008-2013,14,3,2,8,5*,8,9,88.88,0,0,1,1,0,"September 02, 1988, Delhi",35y 331d,Right hand Bat,Right arm Fast medium,Bowler,
KK Sharma (SVN),https://www.espncricinfo.com/ci/content/player/961001.html,2024-2024,2,1,1,8,8*,-,12,66.66,0,0,0,0,0,13-Nov-84,39y 259d,Right hand Bat,Right arm Offbreak,,
S Simpson (JER),https://www.espncricinfo.com/ci/content/player/1438022.html,2024-2024,2,1,1,8,8*,-,9,88.88,0,0,0,1,0,10-Mar-91,33y 141d,Right hand Bat,Left arm Medium,,
Simranjit Singh (ITA),https://www.espncricinfo.com/ci/content/player/1188636.html,2019-2019,1,1,0,8,8,8,9,88.88,0,0,0,0,0,2-Jan-93,31y 209d,Right hand Bat,,,
L Sipamla (SA),https://www.espncricinfo.com/ci/content/player/698143.html,2019-2021,9,2,1,8,8*,8,11,72.72,0,0,1,1,0,"May 12, 1998, Port Elizabeth",26y 78d,Right hand Bat,Right arm Fast medium,Bowler,
U Sofi (Samoa),https://www.espncricinfo.com/ci/content/player/1115039.html,2022-2022,3,1,0,8,8,8,6,133.33,0,0,0,0,1,10-Sep-88,35y 323d,Left hand Bat,Left arm Medium,,
N Thushara (SL),https://www.espncricinfo.com/ci/content/player/955235.html,2022-2024,11,5,3,8,6,4,14,57.14,0,0,1,1,0,"August 06, 1994, Thalawa",29y 358d,Right hand Bat,Right arm Medium fast,Bowler,
SZ Vayani (MWI),https://www.espncricinfo.com/ci/content/player/1378451.html,2023-2024,13,3,3,8,7*,-,19,42.1,0,0,0,0,0,27-Feb-08,16y 153d,Right hand Bat,Right arm Offbreak,,
BV Vitori (ZIM),https://www.espncricinfo.com/ci/content/player/235514.html,2012-2016,11,2,2,8,7*,-,7,114.28,0,0,0,0,0,"February 22, 1990, Masvingo",34y 158d,Left hand Bat,Left arm Fast medium,Bowler,
S Weleilakeba (Fiji),https://www.espncricinfo.com/ci/content/player/961445.html,2022-2022,3,1,0,8,8,8,3,266.66,0,0,0,0,1,21-Sep-97,26y 312d,Right hand Bat,Right arm Medium,,
Xie Kunkun (CHN),https://www.espncricinfo.com/ci/content/player/1387428.html,2023-2023,4,4,0,8,5,2,36,22.22,0,0,1,0,0,27-Feb-95,29y 153d,Right hand Bat,Right arm Offbreak,,
Yasar Idrees (KUW),https://www.espncricinfo.com/ci/content/player/437007.html,2019-2019,1,1,0,8,8,8,4,200,0,0,0,0,1,26-Jul-87,37y 3d,Right hand Bat,Right arm Medium fast,,
Zaman Khan (PAK),https://www.espncricinfo.com/ci/content/player/1272475.html,2023-2024,10,2,2,8,8*,-,9,88.88,0,0,0,0,1,"September 10, 2001, Mirpur",22y 323d,Right hand Bat,Right arm Fast,Bowler,
Zulqarnain Haider (ESP),https://www.espncricinfo.com/ci/content/player/1046641.html,2019-2022,11,4,1,8,4,2.66,12,66.66,0,0,1,0,0,20-Mar-89,35y 131d,Right hand Bat,Right arm Medium,Bowler,
Abdulla Bhoola (PAN),https://www.espncricinfo.com/ci/content/player/1287102.html,2023-2023,2,2,1,7,7*,7,11,63.63,0,0,1,1,0,21-Jan-97,27y 190d,Right hand Bat,,,
Adnan Razzaq (Belg),https://www.espncricinfo.com/ci/content/player/1270824.html,2021-2024,10,3,2,7,6*,7,6,116.66,0,0,0,0,1,7-Sep-86,37y 326d,Right hand Bat,Right arm Medium,,
Aftab Hussain (HKG),https://www.espncricinfo.com/ci/content/player/1059925.html,2020-2022,10,3,3,7,5*,-,5,140,0,0,0,1,0,17-Nov-97,26y 255d,Right hand Bat,Slow Left arm Orthodox,,
K Akurugoda (HUN),https://www.espncricinfo.com/ci/content/player/1318204.html,2022-2022,2,2,0,7,7,3.5,10,70,0,0,1,0,1,21-May-91,33y 69d,Right hand Bat,Right arm Medium,,
Ali Hussain (ROM),https://www.espncricinfo.com/ci/content/player/1437347.html,2024-2024,5,3,1,7,7*,3.5,11,63.63,0,0,2,1,0,14-Jan-93,31y 197d,Left hand Bat,Slow Left arm Orthodox,,
Al-Amin Hossain (BAN),https://www.espncricinfo.com/ci/content/player/511532.html,2013-2020,31,6,4,7,5*,3.5,12,58.33,0,0,1,1,0,"December 27, 1992, Jhenidah",31y 215d,Right hand Bat,Right arm Medium fast,Bowler,
RP Arnold (SL),https://www.espncricinfo.com/ci/content/player/48122.html,2006-2006,1,1,0,7,7,7,7,100,0,0,0,0,0,"October 25, 1973, Colombo",50y 278d,Left hand Bat,Right arm Offbreak,Middle order Batter,
Arshad Mazarzei (Iran),https://www.espncricinfo.com/ci/content/player/1217277.html,2020-2020,3,3,0,7,5,2.33,40,17.5,0,0,0,1,0,23-Jul-87,37y 6d,Right hand Bat,,,
Ashraful Shuvo (EST),https://www.espncricinfo.com/ci/content/player/1179190.html,2021-2021,3,2,0,7,5,3.5,12,58.33,0,0,0,0,0,24-Dec-94,29y 218d,Right hand Bat,Left arm Medium,,
JP Behrendorff (AUS),https://www.espncricinfo.com/ci/content/player/272477.html,2017-2024,17,2,1,7,5,7,9,77.77,0,0,0,0,0,"April 20, 1990, Camden, New South Wales",34y 100d,Right hand Bat,Left arm Fast medium,Bowler,
SVE Bharathi (GER),https://www.espncricinfo.com/ci/content/player/1218731.html,2020-2023,37,6,2,7,4*,1.75,16,43.75,0,0,3,0,0,10-Jul-93,31y 19d,Right hand Bat,Slow Left arm Orthodox,,
NB Budayair (NEP),https://www.espncricinfo.com/ci/content/player/437757.html,2014-2014,4,3,1,7,5,3.5,19,36.84,0,0,1,0,0,"October 15, 1991, Kanchanpur",32y 288d,Right hand Bat,Right arm Bowler,Opening Batter,
MA Carberry (ENG),https://www.espncricinfo.com/ci/content/player/10656.html,2014-2014,1,1,0,7,7,7,7,100,0,0,0,1,0,"September 29, 1980, Croydon, Surrey",43y 304d,Left hand Bat,Right arm Offbreak,Opening Batter,5ft 11in
PKD Chase (IRE),https://www.espncricinfo.com/ci/content/player/524845.html,2018-2019,12,5,4,7,4,7,13,53.84,0,0,0,1,0,"October 09, 1993, Dublin, Ireland",30y 294d,Right hand Bat,Right arm Medium fast,Bowler,
DK Dahani (Iran),https://www.espncricinfo.com/ci/content/player/1217276.html,2020-2020,3,3,0,7,4,2.33,8,87.5,0,0,1,1,0,20-Feb-84,40y 160d,Right hand Bat,,,
DK Dahyabhai Ahir (PAN),https://www.espncricinfo.com/ci/content/player/1182030.html,2019-2019,2,1,0,7,7,7,10,70,0,0,0,1,0,3-Jul-83,41y 26d,Right hand Bat,Right arm Medium,,
DC Delany (IRE),https://www.espncricinfo.com/ci/content/player/1094085.html,2019-2019,8,2,0,7,7,3.5,6,116.66,0,0,1,0,0,"December 28, 1997, Dublin",26y 214d,Left hand Bat,Right arm Fast medium,Bowler,
MR Dorgan (SRB),https://www.espncricinfo.com/ci/content/player/1267517.html,2021-2021,3,2,1,7,4,7,15,46.66,0,0,0,0,0,18-Jun-88,36y 41d,Left hand Bat,Slow Left arm Orthodox,,
S Elayaperumal (Mex),https://www.espncricinfo.com/ci/content/player/1428736.html,2024-2024,5,5,0,7,3,1.4,24,29.16,0,0,1,0,0,3-Nov-87,36y 269d,Right hand Bat,Right arm Medium,,
Faizalmahmed Patel (SWZ),https://www.espncricinfo.com/ci/content/player/1378454.html,2023-2023,2,1,1,7,7*,-,4,175,0,0,0,1,0,6-Aug-83,40y 358d,Left hand Bat,Left arm Medium fast,,
Fazil Rahman (MLT),https://www.espncricinfo.com/ci/content/player/492681.html,2023-2023,6,5,2,7,6*,2.33,16,43.75,0,0,3,1,0,1-Jan-97,27y 210d,Right hand Bat,Right arm Medium,,
MD Garratt (GIBR),https://www.espncricinfo.com/ci/content/player/1156440.html,2019-2021,8,4,2,7,4,3.5,21,33.33,0,0,0,0,0,28-Jan-85,39y 183d,Right hand Bat,Right arm Medium,,
Hasan Mahmud (BAN),https://www.espncricinfo.com/ci/content/player/926629.html,2020-2024,18,6,4,7,3,3.5,15,46.66,0,0,1,0,0,"October 12, 1999, Laxmipur",24y 291d,Right hand Bat,Right arm Fast medium,Bowler,
V Hristov (BUL),https://www.espncricinfo.com/ci/content/player/1267507.html,2021-2023,4,2,0,7,5,3.5,11,63.63,0,0,0,0,0,29-Feb-00,24y 151d,Right hand Bat,Right arm Medium fast,,
P Kumar (IND),https://www.espncricinfo.com/ci/content/player/30732.html,2008-2012,10,3,0,7,6,2.33,16,43.75,0,0,1,0,0,"October 02, 1986, Meerut, Uttar Pradesh",37y 301d,Right hand Bat,Right arm Medium,Bowler,
RAS Lakmal (SL),https://www.espncricinfo.com/ci/content/player/49619.html,2011-2019,11,6,3,7,5*,2.33,11,63.63,0,0,2,1,0,"March 10, 1987, Matara",37y 141d,Right hand Bat,Right arm Fast medium,Bowler,
ND McKenzie (SA),https://www.espncricinfo.com/ci/content/player/46208.html,2006-2009,2,1,1,7,7*,-,8,87.5,0,0,0,0,0,"November 24, 1975, Johannesburg, Transvaal",48y 248d,Right hand Bat,Right arm Medium,Opening Batter,
DV Macome (MOZ),https://www.espncricinfo.com/ci/content/player/1347292.html,2022-2023,13,3,0,7,6,2.33,10,70,0,0,1,1,0,18-Dec-03,20y 224d,Right hand Bat,Right arm Medium fast,,
B Masauko (MWI),https://www.espncricinfo.com/ci/content/player/1334741.html,2022-2023,11,5,2,7,5*,2.33,14,50,0,0,1,0,0,18-Aug-04,19y 346d,Right hand Bat,,,
G Motie (WI),https://www.espncricinfo.com/ci/content/player/670045.html,2021-2024,15,5,4,7,4*,7,12,58.33,0,0,0,1,0,"March 29, 1995, Georgetown, Guyana",29y 122d,Left hand Bat,Slow Left arm Orthodox,Bowler,
Nangeyalia Kharote (AFG),https://www.espncricinfo.com/ci/content/player/1199434.html,2024-2024,6,5,3,7,4*,3.5,19,36.84,0,0,1,0,0,"April 25, 2004, Baghlan",20y 95d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
J Nyumbu (ZIM),https://www.espncricinfo.com/ci/content/player/55666.html,2018-2018,2,2,2,7,6*,-,11,63.63,0,0,0,1,0,"May 31, 1985, Bulawayo",39y 59d,Right hand Bat,Right arm Offbreak,Bowler,
AY Patel (NZ),https://www.espncricinfo.com/ci/content/player/595783.html,2018-2021,7,2,0,7,4,3.5,14,50,0,0,0,0,0,"October 21, 1988, Bombay (now Mumbai), Maharashtra, India",35y 282d,Left hand Bat,Slow Left arm Orthodox,Bowler,
RB Patel (BUL),https://www.espncricinfo.com/ci/content/player/1233056.html,2020-2021,10,3,3,7,3*,-,14,50,0,0,0,0,0,30-Oct-94,29y 273d,Left hand Bat,Slow Left arm Orthodox,,
Pratis GC (NEP),https://www.espncricinfo.com/ci/content/player/1179855.html,2023-2024,10,5,3,7,6*,3.5,11,63.63,0,0,2,0,0,"May 22, 2004, Pyuthan",20y 68d,Right hand Bat,Left arm Medium,Bowling Allrounder,
Qadeer Ahmed (UAE),https://www.espncricinfo.com/ci/content/player/941959.html,2015-2019,10,4,3,7,5*,7,12,58.33,0,0,1,1,0,"November 15, 1985, Attock, Pakistan",38y 257d,Right hand Bat,Right arm Medium fast,Bowler,
Qasim Anwar (CYP),https://www.espncricinfo.com/ci/content/player/1281564.html,2021-2021,4,2,0,7,6,3.5,5,140,0,0,0,0,1,5-Oct-89,34y 298d,Right hand Bat,Right arm Medium fast,,
LN Rajbanshi (NEP),https://www.espncricinfo.com/ci/content/player/913853.html,2018-2024,21,4,3,7,3,7,13,53.84,0,0,0,0,0,"February 27, 1999, Nepal",25y 153d,Right hand Bat,Slow Left arm Orthodox,Bowler,
